Elegido;447;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20;21;22;23;24;25;26;27;28;29;30;31;32
Numero;Codigo;d;d+;d-;B;B+;B-;T;T+;T-;D;D+;D-;C;C+;C-;HRC CUB+;HRC CUB-;HRC CONO+;HRC CONO-;PERFIL CUB;PERFIL CONO;PERFIL ROD.;RUG.PISTA CONO;RUG. RESPALDO CONO;RUG. PISTA CUBETA;Fecha Rev. Plano;Rev.;GA ;GA+;GA-
343;B&P-054-TDY010-DEFA;NO;NO;NO;NO;NO;NO;NO;NO;NO;80;0;-16;15.5;0;-150;64;58;NO;NO;CONVEX;NO;NO;NO;NO;NO;2018-09-19 00:00:00;0;;;
344;B&P-053-X-32010-DEFA;50;0;-12;20;0;-100;NO;NO;NO;NO;NO;NO;NO;NO;NO;NO;NO;64;58;NO;CONVEX;NO;NO;NO;NO;2018-09-19 00:00:00;0;;;
345;000-054-TCY209 - SCB;NO;NO;NO;NO;NO;NO;NO;NO;NO;85;0;-18;16;0;-200;64;58;NO;NO;CONVEX;NO;NO;NO;NO;NO;2018-05-15 00:00:00;0;;;
346;000-053-X-30209 - SCB;45;0;-12;19;0;-100;NO;NO;NO;NO;NO;NO;NO;NO;NO;NO;NO;64;58;NO;CONVEX;CONVEX;NO;NO;NO;2018-05-15 00:00:00;0;;;
347;BPB-054-TCY208 - CMI;NO;NO;NO;NO;NO;NO;NO;NO;NO;80;0;-16;16;0;-120;64;58;NO;NO;CONVEX;NO;NO;NO;NO;NO;2018-03-23 00:00:00;A;;;
348;BPB-053-X-30208-CMI;40;0;-12;18;0;-120;NO;NO;NO;NO;NO;NO;NO;NO;NO;NO;NO;64;58;NO;CONVEX;CONVEX;NO;NO;NO;2018-03-23 00:00:00;A;;;
349;BPB-053-X-30209-MX-CMI;45;0;-12;19;0;-120;NO;NO;NO;NO;NO;NO;NO;NO;NO;NO;NO;64;58;NO;CONVEX;CONVEX;NO;NO;NO;2018-03-29 00:00:00;A;;;
350;BPB-054-TCY209 - CMI;NO;NO;NO;NO;NO;NO;NO;NO;NO;85;0;-18;16;0;-120;64;58;NO;NO;CONVEX;NO;NO;NO;NO;NO;2018-03-29 00:00:00;A;;;
351;BPB-053-X-30210-MX-CMI;50;0;-12;20;0;-120;NO;NO;NO;NO;NO;NO;NO;NO;NO;NO;NO;64;58;NO;CONVEX;CONVEX;NO;NO;NO;2018-03-29 00:00:00;D;;;
352;BPB-054-TCY210 - CMI;NO;NO;NO;NO;NO;NO;NO;NO;NO;90;0;-18;17;0;-120;64;58;NO;NO;CONVEX;NO;NO;NO;NO;NO;2018-03-29 00:00:00;D;;;
353;000-054-TDY216-SCB;NO;NO;NO;NO;NO;NO;NO;NO;NO;140;0;-20;28;0;-150;64;58;NO;NO;RECTO;NO;NO;NO;NO;NO;2018-10-02 00:00:00;A;;;
354;000-053-X-32216-SCB;80;0;-15;33;0;-150;NO;NO;NO;NO;NO;NO;NO;NO;NO;NO;NO;64;58;NO;RECTO;RECTO;NO;NO;NO;2018-10-02 00:00:00;A;;;
355;B&P-054-TCY210-ZANG;NO;NO;NO;NO;NO;NO;NO;NO;NO;90;0;-18;17;0;-120;64;58;NO;NO;CONVEX;NO;NO;NO;NO;NO;2017-11-08 00:00:00;0;;;
356;B&P-054-TCY209-ZANG;NO;NO;NO;NO;NO;NO;NO;NO;NO;85;0;-18;16;0;-200;64;58;NO;NO;CONVEX;NO;NO;NO;NO;NO;2017-08-14 00:00:00;0;;;
357;B&P-054-TCY205-ZANG;NO;NO;NO;NO;NO;NO;NO;NO;NO;52;0;-16;13;0;-150;64;58;NO;NO;CONVEX;NO;NO;NO;NO;NO;2017-08-14 00:00:00;0;;;
358;B&P-054-TCY204-ZANG;NO;NO;NO;NO;NO;NO;NO;NO;NO;47;0;-14;12;0;-120;64;58;NO;NO;CONVEX;NO;NO;NO;NO;NO;2017-08-14 00:00:00;0;;;
359;B&P-054-TCY203-ZANG;NO;NO;NO;NO;NO;NO;NO;NO;NO;40;0;-14;11;0;-120;64;58;NO;NO;CONVEX;NO;NO;NO;NO;NO;2017-08-14 00:00:00;0;;;
360;B&P-053-TCX210-ZANG;50;0;-12;20;0;-120;NO;NO;NO;NO;NO;NO;NO;NO;NO;NO;NO;64;58;NO;CONVEX;NO;NO;NO;NO;2016-08-23 00:00:00;A;;;
361;B&P-053-TCX209-ZANG;45;0;-12;19;0;-100;NO;NO;NO;NO;NO;NO;NO;NO;NO;NO;NO;64;58;NO;CONVEX;NO;NO;NO;NO;2016-12-14 00:00:00;A;;;
362;B&P-053-TCX205-ZANG;25;0;-12;15;0;-100;NO;NO;NO;NO;NO;NO;NO;NO;NO;NO;NO;64;58;NO;CONVEX;NO;NO;NO;NO;2016-12-14 00:00:00;A;;;
363;B&P-053-TCX204-ZANG;20;0;-12;14;0;-100;NO;NO;NO;NO;NO;NO;NO;NO;NO;NO;NO;64;58;NO;CONVEX;NO;NO;NO;NO;2016-12-14 00:00:00;A;;;
364;B&P-053-TCX203-ZANG;17;0;-12;12;0;-120;NO;NO;NO;NO;NO;NO;NO;NO;NO;NO;NO;64;58;NO;CONVEX;NO;NO;NO;NO;2017-07-31 00:00:00;A;;;
365;000-054-TCY205-SCB;NO;NO;NO;NO;NO;NO;NO;NO;NO;52;0;-16;13;0;-150;64;58;NO;NO;CONVEX;NO;NO;NO;NO;NO;2018-05-15 00:00:00;0;;;
366;000-053-X-30205-SCB;25;0;-12;15;0;-100;NO;NO;NO;NO;NO;NO;NO;NO;NO;NO;NO;64;58;NO;CONVEX;CONVEX;NO;NO;NO;2018-05-15 00:00:00;0;;;
367;000-054-TCY206-SCB;NO;NO;NO;NO;NO;NO;NO;NO;NO;62;0;-16;14;0;-150;64;58;NO;NO;CONVEX;NO;NO;NO;NO;NO;2018-05-15 00:00:00;0;;;
368;000-053-X-30206-SCB;30;0;-12;16;0;-100;NO;NO;NO;NO;NO;NO;NO;NO;NO;NO;NO;64;58;NO;CONVEX;CONVEX;NO;NO;NO;2018-05-15 00:00:00;0;;;
369;000-054-TCY207-SCB;NO;NO;NO;NO;NO;NO;NO;NO;NO;72;0;-16;15;0;-150;64;58;NO;NO;CONVEX;NO;NO;NO;NO;NO;2018-05-15 00:00:00;0;;;
370;000-053-X-30207-SCB;35;0;-12;17;0;-100;NO;NO;NO;NO;NO;NO;NO;NO;NO;NO;NO;64;58;NO;CONVEX;CONVEX;NO;NO;NO;2018-05-15 00:00:00;0;;;
371;000-054-TCY204-SCB;NO;NO;NO;NO;NO;NO;NO;NO;NO;47;0;-14;12;0;-120;64;58;NO;NO;CONVEX;NO;NO;NO;NO;NO;2018-05-15 00:00:00;0;;;
372;000-053-X-30204-SCB;20;0;-12;14;0;-100;NO;NO;NO;NO;NO;NO;NO;NO;NO;NO;NO;64;58;NO;CONVEX;CONVEX;NO;NO;NO;2018-05-15 00:00:00;0;;;
373;000-053-104949-SCB;50.8;13;0;22.225;76;-254;NO;NO;NO;NO;NO;NO;NO;NO;NO;NO;NO;64;58;NO;CONVEX;CONVEX;NO;NO;NO;2018-10-02 00:00:00;A;;;
374;000-054-104911-SCB;NO;NO;NO;NO;NO;NO;NO;NO;NO;82.55;25;0;16.51;51;-254;64;58;NO;NO;CONVEX;NO;NO;NO;NO;NO;2018-10-02 00:00:00;A;;;
375;000-054-Y-68110-SCB;NO;NO;NO;NO;NO;NO;NO;NO;NO;59.131;25;0;11.938;51;254;64;58;NO;NO;CONVEX;NO;NO;NO;NO;NO;2018-10-02 00:00:00;A;;;
376;000-053-X-68149-SCB;34.988;13;0;16.764;76;-254;NO;NO;NO;NO;NO;NO;NO;NO;NO;NO;NO;64;58;NO;CONVEX;CONVEX;NO;NO;NO;2018-10-02 00:00:00;A;;;
377;000-053-X-32218-SCB;90;0;-20;40;0;-150;NO;NO;NO;NO;NO;NO;NO;NO;NO;NO;NO;64;58;NO;CONVEX;CONVEX;NO;NO;NO;2018-10-02 00:00:00;A;;;
378;000-054-TDY218-SCB;NO;NO;NO;NO;NO;NO;NO;NO;NO;160;0;-25;34;0;-200;64;58;NO;NO;CONVEX;NO;NO;NO;NO;NO;2018-10-02 00:00:00;A;;;
379;000-054-TDY214-SCB;NO;NO;NO;NO;NO;NO;NO;NO;NO;125;0;-20;27;0;-120;64;58;NO;NO;CONVEX;NO;NO;NO;NO;NO;2018-10-02 00:00:00;A;;;
380;000-053-X-32214-SCB;70;0;-15;31;0;-150;NO;NO;NO;NO;NO;NO;NO;NO;NO;NO;NO;64;58;NO;CONVEX;CONVEX;NO;NO;NO;2018-10-02 00:00:00;A;;;
381;000-053-X-32211-SCB;55;0;-15;25;0;-120;NO;NO;NO;NO;NO;NO;NO;NO;NO;NO;NO;64;58;NO;CONVEX;CONVEX;NO;NO;NO;2018-10-02 00:00:00;A;;;
382;000-054-TDY211-SCB;NO;NO;NO;NO;NO;NO;NO;NO;NO;100;0;-15;21;0;-120;64;58;NO;NO;CONVEX;NO;NO;NO;NO;NO;2018-10-02 00:00:00;A;;;
383;000-054-TDY210-SCB;NO;NO;NO;NO;NO;NO;NO;NO;NO;90;0;-18;19;0;-120;62;58;NO;NO;CONVEX;NO;NO;NO;NO;NO;2018-10-02 00:00:00;A;;;
384;000-053-X-32210-SCB;50;0;-12;23;0;-120;NO;NO;NO;NO;NO;NO;NO;NO;NO;NO;NO;62;58;NO;CONVEX;CONVEX;NO;NO;NO;2018-10-02 00:00:00;A;;;
385;000-053-X-32212-SCB;60;0;-15;28;0;-150;NO;NO;NO;NO;NO;NO;NO;NO;NO;NO;NO;64;58;NO;CONVEX;CONVEX;NO;NO;NO;2018-10-02 00:00:00;A;;;
386;000-054-TDY212-SCB;NO;NO;NO;NO;NO;NO;NO;NO;NO;110;0;-18;24;0;-150;64;58;NO;NO;CONVEX;NO;NO;NO;NO;NO;2018-10-02 00:00:00;A;;;
387;BPB-048-DTR3062-FM-DEFA;30;0;-12;50;NO;NO;NO;NO;NO;62;0;-16;40;0;-120;64;58;64;58;CONVEX;CONVEX;CONVEX;NO;NO;NO;2017-08-30 00:00:00;C;;;
388;B&P-054-TDY011-DEFA;NO;NO;NO;NO;NO;NO;NO;NO;NO;90;0;-18;17.5;0;-120;64;58;NO;NO;CONVEX;NO;NO;NO;NO;NO;2023-05-30 00:00:00;0;;;
389;000-054-3920-DEFA;NO;NO;NO;NO;NO;NO;NO;NO;NO;112.712;25;0;23.812;0;-120;64;58;NO;NO;RECTO;NO;NO;NO;NO;NO;2023-11-01 00:00:00;A;;;
390;000-053-3984-DEFA;66.675;13;0;30.048;0;-120;NO;NO;NO;NO;NO;NO;NO;NO;NO;NO;NO;64;58;NO;RECTO;RECTO;NO;NO;NO;2023-11-01 00:00:00;A;;;
391;000-054-TCY211-DEFA;NO;NO;NO;NO;NO;NO;NO;NO;NO;100;0;-18;18;0;-150;64;58;NO;NO;RECTO;NO;NO;NO;NO;NO;2022-07-14 00:00:00;C;;;
392;000-053-X-30211-DEFA;55;0;-15;21;0;-150;NO;NO;NO;NO;NO;NO;NO;NO;NO;NO;NO;64;58;NO;RECTO;RECTO;NO;NO;NO;2022-07-14 00:00:00;C;;;
393;000-054-TCY212-DEFA;NO;NO;NO;NO;NO;NO;NO;NO;NO;110;0;-18;19;0;-150;64;58;NO;NO;RECTO;NO;NO;NO;NO;NO;2022-07-14 00:00:00;B;;;
394;000-053-X-30212-DEFA;60;0;-15;22;0;-150;NO;NO;NO;NO;NO;NO;NO;NO;NO;NO;NO;64;58;NO;RECTO;RECTO;NO;NO;NO;2022-07-14 00:00:00;B;;;
395;000-054-TDY213-DEFA;NO;NO;NO;NO;NO;NO;NO;NO;NO;120;0;-18;27;0;-150;64;58;NO;NO;RECTO;NO;NO;NO;NO;NO;2022-07-13 00:00:00;B;;;
396;000-053-X-32213-DEFA;65;0;-15;31;0;-150;NO;NO;NO;NO;NO;NO;NO;NO;NO;NO;NO;64;58;NO;RECTO;RECTO;NO;NO;NO;2022-07-13 00:00:00;B;;;
397;000-054-TDY006-DEFA;NO;NO;NO;NO;NO;NO;NO;NO;NO;55;0;-16;13;0;-120;64;58;NO;NO;RECTO;NO;NO;NO;NO;NO;2021-09-10 00:00:00;B;NO;NO;NO
398;000-053-X-32006-DEFA;30;0;-12;17;0;-120;NO;NO;NO;NO;NO;NO;NO;NO;NO;NO;NO;64;58;NO;RECTO;RECTO;NO;NO;NO;2021-09-10 00:00:00;B;NO;NO;NO
399;000-054-TTY209-DEFA;NO;NO;NO;NO;NO;NO;NO;NO;NO;85;0;-18;25;0;-120;64;58;NO;NO;RECTO;NO;NO;NO;NO;NO;2024-10-10 00:00:00;A;;;
400;000-053-X-33209-DEFA;45;0;-12;32;0;-120;NO;NO;NO;NO;NO;NO;NO;NO;NO;NO;NO;64;58;NO;RECTO;RECTO;NO;NO;NO;2024-10-10 00:00:00;A;;;
401;BPB-048-DTR-1742-FM-XZD;17;0;-12;44;0;-120;NO;NO;NO;42;0;-14;40;0;-120;64;58;64;58;CONVEX;CONVEX;CONVEX;NO;NO;NO;2014-05-11 00:00:00;0;;;
402;BPB-999-30206-MX;30;0;-12;16;0;-120;17.25;200;0;62;0;-16;14;0;-120;64;58;64;58;CONVEX;CONVEX;CONVEX;NO;NO;NO;2018-03-29 00:00:00;A;;;
403;000-054-TCY203-SCB;NO;NO;NO;NO;NO;NO;NO;NO;NO;40;0;-14;11;0;-120;64;58;NO;NO;CONVEX;NO;NO;NO;NO;NO;2010-04-26 00:00:00;0;;;
404;000-053-X-30203-SCB;17;0;-12;12;0;-120;NO;NO;NO;NO;NO;NO;NO;NO;NO;NO;NO;64;58;NO;CONVEX;CONVEX;NO;NO;NO;2010-04-26 00:00:00;0;;;
405;000-054-TCY208-SCB;NO;NO;NO;NO;NO;NO;NO;NO;NO;80;0;-16;16;0;-120;64;58;NO;NO;CONVEX;NO;NO;NO;NO;NO;2008-08-28 00:00:00;0;;;
406;000-053-X-30208-SCB;40;0;-12;18;0;-120;NO;NO;NO;NO;NO;NO;NO;NO;NO;NO;NO;64;58;NO;CONVEX;CONVEX;NO;NO;NO;2008-08-28 00:00:00;0;;;
407;000-054-TCY210-SCB;NO;NO;NO;NO;NO;NO;NO;NO;NO;90;0;-18;17;0;-120;64;58;NO;NO;CONVEX;NO;NO;NO;NO;NO;2008-08-28 00:00:00;0;;;
408;000-053-X-30210-SCB;50;0;-12;20;0;-120;NO;NO;NN;NO;NO;NO;NO;NO;NO;NO;NO;64;58;NO;CONVEX;CONVEX;NO;NO;NO;2008-08-28 00:00:00;0;;;
409;MID-054-JRME3062-CUP-DEFA;NO;NO;NO;NO;NO;NO;NO;NO;NO;62;0;-16;40;0;-120;64;58;NO;NO;CONVEX;NO;NO;NO;NO;NO;2022-08-29 00:00:00;A;;;
410;MID-053-JRME3062-CON-DEFA;30;0;-12;25;0;-60;NO;NO;NO;NO;NO;NO;NO;NO;NO;NO;NO;64;58;NO;CONVEX;CONVEX;NO;NO;NO;2022-08-22 00:00:00;A;;;
411;000-058-30206-MX;30;0;-12;16;0;-120;17.25;200;0;62;0;-16;14;0;-120;62;58;62;58;CONVEX;CONVEX;CONVEX;NO;NO;NO;2018-03-29 00:00:00;A;;;
412;BPB-054-LM-104911-DEFA;NO;NO;NO;NO;NO;NO;NO;NO;N;82.55;25;0;16.51;51;-254;64;58;NO;NO;CONVEX;NO;NO;NO;NO;NO;2020-07-20 00:00:00;0;;;
413;BPB-053-LM-104949-DEFA;50.8;13;0;22.225;76;-254;NO;NO;N;NO;NO;NO;NO;NO;NO;NO;NO;64;58;NO;CONVEX;NO;NO;NO;NO;2020-07-20 00:00:00;0;;;
414;BPB-054-68110-DEFA;NO;NO;NO;NO;NO;NO;NO;NO;NO;59.131;25;0;11.938;51;-254;64;58;NO;NO;CONVEX;NO;NO;NO;NO;NO;2020-07-20 00:00:00;0;;;
415;BPB-053-68149-DEFA;34.988;13;0;16.764;76;-254;NO;NO;N;NO;NO;NO;NO;NO;NO;NO;NO;64;58;NO;CONVEX;NO;NO;NO;NO;2020-07-20 00:00:00;0;;;
416;000-054-TDY214-HLBR;NO;NO;NO;NO;NO;NO;NO;NO;NO;125;0;-20;27;0;-120;64;58;NO;NO;CONVEX;NO;NO;NO;NO;NO;2016-06-23 00:00:00;0;;;
417;000-054-TCY206-DEFA;NO;NO;NO;NO;NO;NO;NO;NO;NO;62;0;-16;14;0;-120;62;58;NO;NO;RECTO;NO;NO;NO;NO;NO;2022-07-14 00:00:00;C;;;
418;000-053-X-30206-DEFA;30;0;-12;16;0;-120;NO;NO;NO;NO;NO;NO;NO;NO;NO;NO;NO;62;58;NO;RECTO;RECTO;NO;NO;NO;2022-07-14 00:00:00;C;;;
419;000-054-TDY216-DEFA;NO;NO;NO;NO;NO;NO;NO;NO;NO;140;0;-20;28;0;-150;64;58;NO;NO;RECTO;NO;NO;NO;NO;NO;2022-07-19 00:00:00;C;;;
420;000-053-X-32216-DEFA;80;0;-15;33;0;-150;NO;NO;NO;NO;NO;NO;NO;NO;NO;NO;NO;64;58;NO;RECTO;RECTO;NO;NO;NO;2022-07-19 00:00:00;C;;;
421;000-054-TCY220-DEFA;NO;NO;NO;NO;NO;NO;NO;NO;NO;180;0;-20;29;0;-200;64;58;NO;NO;CONVEX;NO;NO;NO;NO;NO;2016-06-21 00:00:00;0;;;
422;000-053-X-30220-DEFA;100;0;-20;34;0;-150;NO;NO;NO;NO;NO;NO;NO;NO;NO;NO;NO;64;58;NO;CONVEX;NO;NO;NO;NO;2016-06-21 00:00:00;0;;;
423;000-054-TCY308-DEFA;NO;NO;NO;NO;NO;NO;NO;NO;NO;90;0;-18;20;0;-120;64;58;NO;NO;RECTO;NO;RECTO;NO;NO;NO;2022-07-14 00:00:00;A;;;
424;000-053-X-30308-DEFA;40;0;-12;23;0;-120;NO;NO;NO;NO;NO;NO;NO;NO;NO;NO;NO;64;58;NO;RECTO;NO;NO;NO;NO;2022-07-14 00:00:00;A;;;
425;000-054-TTY117-DEFA;NO;NO;NO;NO;NO;NO;NO;NO;NO;140;0;-20;32;0;-200;64;58;NO;NO;RECTO;NO;NO;NO;NO;NO;2022-07-14 00:00:00;A;;;
426;000-053-X-33117-DEFA;85;0;-20;41;0;-200;NO;NO;NO;NO;NO;NO;NO;NO;NO;NO;NO;64;58;NO;RECTO;NO;NO;NO;NO;14/7/202;A;;;
427;B&P-054-TCY207 ;NO;NO;NO;NO;NO;NO;NO;NO;NO;72;0;-16;15;0;-150;64;58;NO;NO;CONVEX;NO;NO;NO;NO;NO;2020-10-29 00:00:00;0;;;
428;B&P-053-X-30207     ;35;0;-12;18.25;200;0;NO;NO;NO;NO;NO;NO;NO;NO;NO;NO;NO;64;58;NO;CONVEX;NO;NO;NO;NO;2020-10-29 00:00:00;0;;;
429;000-053-TCX-1845-DEFA    ;88.9;25;0;39.668;76;-254;NO;NO;NO;NO;NO;NO;NO;NO;NO;NO;NO;64;58;NO;RECTO;RECTO;NO;NO;NO;2022-07-13 00:00:00;A;;;
430;000-054-TCY-8410-DEFA    ;NO;NO;NO;NO;NO;NO;NO;NO;NO;152.4;25;0;30.162;50;-254;64;58;NO;NO;RECTO;NO;NO;NO;NO;NO;2022-07-13 00:00:00;A;;;
431;B&P-054-TDY008 - DEFA;NO;NO;NO;NO;NO;NO;NO;NO;NO;68;0;-16;14.5;0;-120;64;58;NO;NO;CONVEX;NO;NO;NO;NO;NO;2022-07-14 00:00:00;C;;;
432;B&P-053-X-32008 - DEFA;40;0;-12;19;0;-120;NO;NO;NO;NO;NO;NO;NO;NO;NO;NO;NO;64;58;NO;CONVEX;CONVEX;NO;NO;NO;2022-07-14 00:00:00;C;;;
433;000-054-TCY208-DEFA;NO;NO;NO;NO;NO;NO;NO;NO;NO;80;0;-16;16;0;-120;64;58;NO;NO;RECTO;NO;NO;NO;NO;NO;2022-07-13 00:00:00;B;;;
434;000-053-X-30208-DEFA;40;0;-12;18;0;-120;NO;NO;NO;NO;NO;NO;NO;NO;NO;NO;NO;64;58;NO;RECTO;RECTO;NO;NO;NO;2022-07-13 00:00:00;B;;;
435;000-054-TDY211-DEFA;NO;NO;NO;NO;NO;NO;NO;NO;NO;100;0;-18;21;0;-150;64;58;NO;NO;RECTO;NO;NO;NO;NO;NO;2022-07-13 00:00:00;C;NO;NO;NO
436;000-053-X-32211-DEFA;55;0;-15;25;0;-150;NO;NO;NO;NO;NO;NO;NO;NO;NO;NO;NO;64;58;NO;RECTO;RECTO;NO;NO;NO;2022-07-13 00:00:00;C;NO;NO;NO
437;000-054-TDY214-DEFA;NO;NO;NO;NO;NO;NO;NO;NO;NO;125;0;-20;27;0;-150;64;58;NO;NO;RECTO;NO;NO;NO;NO;NO;2022-07-13 00:00:00;A;;;
438;000-053-X-32214-DEFA;70;0;-15;31;0;-150;NO;NO;NO;NO;NO;NO;NO;NO;NO;NO;NO;64;58;NO;RECTO;RECTO;NO;NO;NO;2022-07-13 00:00:00;A;;;
439;000-054-TTY010-DEFA;NO;NO;NO;NO;NO;NO;NO;NO;NO;80;0;-16;19;0;-120;64;58;NO;NO;RECTO;NO;NO;NO;NO;NO;2023-10-31 00:00:00;B;;;
440;000-053-X-33010-DEFA;50;0;-12;24;0;-120;NO;NO;NO;NO;NO;NO;NO;NO;NO;NO;NO;64;58;NO;RECTO;RECTO;NO;NO;NO;2023-10-31 00:00:00;B;;;
441;000-054-TDY010-DEFA;NO;NO;NO;NO;NO;NO;NO;NO;NO;80;0;-16;15.5;0;-120;64;58;NO;NO;RECTO;NO;NO;NO;NO;NO;2022-07-14 00:00:00;B;;;
442;000-053-X-32010-DEFA;50;0;-12;20;0;-120;NO;NO;NO;NO;NO;NO;NO;NO;NO;NO;NO;64;58;NO;RECTO;RECTO;NO;NO;NO;2022-07-14 00:00:00;B;;;
443;000-054-TDY220-DEFA;NO;NO;NO;NO;NO;NO;NO;NO;NO;180;0;-25;39;0;-200;64;58;NO;NO;CONVEX;NO;NO;NO;NO;NO;2022-01-18 00:00:00;A;;;
444;000-053-X-32220-DEFA;100;0;-20;46;0;-200;NO;NO;NO;NO;NO;NO;NO;NO;NO;NO;NO;64;58;NO;CONVEX;CONVEX;NO;NO;NO;2022-01-18 00:00:00;A;;;
445;000-054-TCY213-DEFA;NO;NO;NO;NO;NO;NO;NO;NO;NO;120;0;-18;20;0;-150;64;58;NO;NO;RECTO;NO;NO;NO;NO;NO;2022-07-14 00:00:00;A;;;
446;000-054-TDY009-DEFA;NO;NO;NO;NO;NO;NO;NO;NO;NO;75;0;-16;15.5;0;-120;65;58;NO;NO;RECTO;NO;NO;NO;NO;NO;2025-04-01 00:00:00;B;;;
447;000-053-X-32009-DEFA;45;0;-12;20;0;-120;NO;NO;NO;NO;NO;NO;NO;NO;NO;NO;NO;65;58;NO;RECTO;RECTO;NO;NO;NO;2025-04-01 00:00:00;B;;;
448;000-053-X-32219-DEFA;95;0;-20;43;0;-200;NO;NO;NO;NO;NO;NO;NO;NO;NO;NO;NO;64;58;NO;RECTO;RECTO;NO;NO;NO;2022-07-13 00:00:00;B;;;
449;000-054-TD219-DEFA;NO;NO;NO;NO;NO;NO;NO;NO;NO;170;0;-25;37;0;-200;64;58;NO;NO;RECTO;NO;NO;NO;NO;NO;2021-05-26 00:00:00;A;;;
450;000-054-TCY207-DEFA;NO;NO;NO;NO;NO;NO;NO;NO;NO;72;0;-16;15;0;-150;64;58;NO;NO;CONVEX;NO;NO;NO;NO;NO;2022-05-02 00:00:00;B;;;
451;000-053-X-30207-DEFA;35;0;-12;17;0;-120;NO;NO;NO;NO;NO;NO;NO;NO;NO;NO;NO;64;58;NO;RECTO;RECTO;NO;NO;NO;2022-05-02 00:00:00;B;;;
452;000-054-TDY014-DEFA;NO;NO;NO;NO;NO;NO;NO;NO;NO;110;0;-18;19;0;-200;64;58;NO;NO;RECTO;NO;NO;NO;NO;NO;2023-05-30 00:00:00;A;;;
453;000-053-X-32014-DEFA;70;0;-15;25;0;-150;NO;NO;NO;NO;NO;NO;NO;NO;NO;NO;NO;64;58;NO;RECTO;RECTO;NO;NO;NO;2023-05-30 00:00:00;A;;;
454;000-054-TDY208-DEFA;NO;NO;NO;NO;NO;NO;NO;NO;NO;80;0;-16;19;0;-120;64;58;NO;NO;RECTO;NO;NO;NO;NO;NO;2022-07-14 00:00:00;B;;;
455;000-053-X-32208-DEFA;40;0;-12;23;0;-120;NO;NO;NO;NO;NO;NO;NO;NO;NO;NO;NO;64;58;NO;RECTO;RECTO;NO;NO;NO;2022-07-14 00:00:00;B;;;
456;000-054-TDY209-DEFA;NO;NO;NO;NO;NO;NO;NO;NO;NO;85;0;-18;19;0;-120;64;58;NO;NO;RECTO;NO;NO;NO;NO;NO;2022-07-14 00:00:00;B;;;
457;000-053-X-32209-DEFA;45;0;-12;23;0;-120;NO;NO;NO;NO;NO;NO;NO;NO;NO;NO;NO;64;58;NO;RECTO;RECTO;NO;NO;NO;2022-07-14 00:00:00;B;;;
458;000-054-TDY217-DEFA;NO;NO;NO;NO;NO;NO;NO;NO;NO;150;0;-20;30;0;-200;65;58;NO;NO;RECTO;NO;NO;NO;NO;NO;2022-07-13 00:00:00;A;;;
459;000-053-X-32217-DEFA;85;0;-20;36;0;-200;NO;NO;NO;NO;NO;NO;NO;NO;NO;NO;NO;65;58;NO;RECTO;RECTO;NO;NO;NO;2022-07-13 00:00:00;A;;;
460;000-054-TDY218-DEFA;NO;NO;NO;NO;NO;NO;NO;NO;NO;160;0;-25;34;0;-200;64;58;NO;NO;RECTO;NO;NO;NO;NO;NO;2022-07-18 00:00:00;C;;;
461;000-053-X-32218-DEFA;90;0;-20;40;0;-150;NO;NO;NO;NO;NO;NO;NO;NO;NO;NO;NO;64;58;NO;RECTO;RECTO;NO;NO;NO;2022-07-18 00:00:00;C;;;
462;000-054-TTY210-DEFA;NO;NO;NO;NO;NO;NO;NO;NO;NO;90;0;-18;24.5;0;-120;64;58;NO;NO;RECTO;NO;NO;NO;NO;NO;2024-10-10 00:00:00;A;;;
463;000-053-X-33210-DEFA;50;0;-12;32;0;-120;NO;NO;NO;NO;NO;NO;NO;NO;NO;NO;NO;65;58;NO;RECTO;RECTO;NO;NO;NO;2024-10-10 00:00:00;A;;;
464;000-053-X-30213-DEFA;65;0;-15;23;0;-150;NO;NO;NO;NO;NO;NO;NO;NO;NO;NO;NO;64;58;NO;RECTO;RECTO;NO;NO;NO;2022-07-14 00:00:00;A;;;
465;000-054-TCY209-DEFA;NO;NO;NO;NO;NO;NO;NO;NO;NO;85;0;-18;16;0;-120;64;58;NO;NO;RECTO;NO;NO;NO;NO;NO;2022-07-18 00:00:00;C;;;
466;000-054-TCY205-DEFA;NO;NO;NO;NO;NO;NO;NO;NO;NO;52;0;-12;13;0;-120;64;58;NO;NO;RECTO;NO;NO;NO;NO;NO;2022-07-18 00:00:00;C;;;
467;000-053-X-30205-DEFA;25;0;-12;15;0;-120;NO;NO;NO;NO;NO;NO;NO;NO;NO;NO;NO;64;58;NO;RECTO;RECTO;NO;NO;NO;2022-07-18 00:00:00;C;;;
468;000-053-X-30209-DEFA;45;0;-12;19;0;-120;NO;NO;NO;NO;NO;NO;NO;NO;NO;NO;NO;64;58;NO;RECTO;RECTO;NO;NO;NO;2022-07-18 00:00:00;C;;;
469;000-053-X-32212-DEFA;60;0;-15;28;0;-150;NO;NO;NO;NO;NO;NO;NO;NO;NO;NO;NO;64;58;NO;RECTO;RECTO;NO;NO;NO;2022-07-14 00:00:00;C;;;
470;000-054-TDY212-DEFA;NO;NO;NO;NO;NO;NO;NO;NO;NO;110;0;-18;24;0;-150;64;58;NO;NO;RECTO;NO;NO;NO;NO;NO;2022-07-14 00:00:00;C;;;
