Elegido;1251;3;4;5;6;7;
Numero;Codigo;Juego;Juego+;Juego-;Fecha Rev. Plano; Rev.;Observaciones
831;BPB-047-T-205-13 - JSJZ;NO EXIST.;NO EXIST.;NO EXIST.;2020-04-23 00:00:00;A;
832;BPB-044-BP-18020-A1-ZJXY;NO EXIST.;NO EXIST.;NO EXIST.;2020-05-11 00:00:00;0;
833;BPB-044-BP-18030-A2-ZJXY;NO EXIST.;NO EXIST.;NO EXIST.;2020-06-09 00:00:00;0;
834;BPB-037-BP-18019-D-CHOHO;NO EXIST.;NO EXIST.;NO EXIST.;2021-10-18 00:00:00;C;
835;BPB-037-BP-18019-I-CHOHO;NO EXIST.;NO EXIST.;NO EXIST.;2021-10-18 00:00:00;C;
836;BPB-047-FB211-A1;NO EXIST.;NO EXIST.;NO EXIST.;2020-09-01 00:00:00;0;
837;BPB-047-FB211-A2;NO EXIST.;NO EXIST.;NO EXIST.;2020-09-01 00:00:00;0;
838;BPB-034-GE-40-ES-2RS-KGB;NO EXIST.;NO EXIST.;NO EXIST.;2016-05-04 00:00:00;0;
839;BPB-034-PHS-6-DER-KGB;NO EXIST.;NO EXIST.;NO EXIST.;2025-01-13 00:00:00;A;
840;BPB-040-51112 - HLBR;NO EXIST.;NO EXIST.;NO EXIST.;2016-04-14 00:00:00;A;
841;BPB-040-51115 - HLBR;NO EXIST.;NO EXIST.;NO EXIST.;2014-08-07 00:00:00;A;
842;BPB-037-81210-HLBR;NO EXIST.;NO EXIST.;NO EXIST.;2017-05-04 00:00:00;D;
843;BPB-047-HA212-A1;NO EXIST.;NO EXIST.;NO EXIST.;2020-09-01 00:00:00;0;
844;BPB-047-HA212-A2;NO EXIST.;NO EXIST.;NO EXIST.;2020-09-01 00:00:00;0;
845;BPB-033-PIN-CA627;NO EXIST.;NO EXIST.;NO EXIST.;2019-03-14 00:00:00;0;
846;BPB-033-OL-100-2 - CHOHO;NO EXIST.;NO EXIST.;NO EXIST.;2016-05-02 00:00:00;0;
847;BPB-033-CA555-C6E-52-CHOHO;NO EXIST.;NO EXIST.;NO EXIST.;2017-05-25 00:00:00;0;
848;BPB-037-BP-20001-JSTX;NO EXIST.;NO EXIST.;NO EXIST.;2019-12-06 00:00:00;0;
849;B&P-033-OL-140-1-CHOHO;NO EXIST.;NO EXIST.;NO EXIST.;2023-10-11 00:00:00;0;
850;BPB-033-CL-140-1;NO EXIST.;NO EXIST.;NO EXIST.;2019-03-11 00:00:00;0;
851;BPB-045-PF-4-ZM-CZCY;NO EXIST.;NO EXIST.;NO EXIST.;2016-05-27 00:00:00;B;
852;BPB-045-PF-5-ZM-CZCY;NO EXIST.;NO EXIST.;NO EXIST.;2017-09-06 00:00:00;C;
853;BPB-045-PFF-8-ZM-CZCY;NO EXIST.;NO EXIST.;NO EXIST.;2014-08-08 00:00:00;B;
854;BPB-045-PFF-9-ZM-CZCY;NO EXIST.;NO EXIST.;NO EXIST.;2017-06-28 00:00:00;D;
855;B&P-045-PFL-5-Z-CZCY;NO EXIST.;NO EXIST.;NO EXIST.;2023-10-09 00:00:00;J;
856;BPB-045-PFL-8-ZM-CZCY;NO EXIST.;NO EXIST.;NO EXIST.;2020-06-17 00:00:00;0;
857;BPB-045-PFT-5-ZM-CZCY;NO EXIST.;NO EXIST.;NO EXIST.;2017-09-06 00:00:00;C;
858;BPB-047-F-209-3-LD;NO EXIST.;NO EXIST.;NO EXIST.;2021-11-15 00:00:00;A;
859;BPB-037-BP-12011-BD2- SNTL;NO EXIST.;NO EXIST.;NO EXIST.;2019-06-27 00:00:00;B;
860;BPB-037-BP-12011-BI2- SNTL;NO EXIST.;NO EXIST.;NO EXIST.;2019-06-27 00:00:00;B;
861;BPB-047-F210;NO EXIST.;NO EXIST.;NO EXIST.;2020-10-09 00:00:00;A;
862;B&P-047-FC207;NO EXIST.;NO EXIST.;NO EXIST.;2016-03-21 00:00:00;A;
863;BPB-047-PE209-M-JSJZ;NO EXIST.;NO EXIST.;NO EXIST.;2021-09-20 00:00:00;D;
864;BPB-040-51204-HLBR;NO EXIST.;NO EXIST.;NO EXIST.;2024-10-22 00:00:00;A;
865;BPB-048-J91-B - CMI;Axial;200;150;2016-12-28 00:00:00;D;
866;BPB-047-F-206-A1;NO EXIST.;NO EXIST.;NO EXIST.;2020-11-18 00:00:00;0;
867;B&P-010-LOC207-35-CMI;NO EXIST.;NO EXIST.;NO EXIST.;2016-11-15 00:00:00;A;
868;BPB-047-F-211-A1;NO EXIST.;NO EXIST.;NO EXIST.;2020-09-17 00:00:00;0;
869;BPB-047-F-205-A1;NO EXIST.;NO EXIST.;NO EXIST.;2020-11-18 00:00:00;0;
870;BPB-047-F-216;NO EXIST.;NO EXIST.;NO EXIST.;2021-03-09 00:00:00;0;
871;BPB-047-FD-205-A1;NO EXIST.;NO EXIST.;NO EXIST.;2020-11-18 00:00:00;0;
872;BPB-047-FTS-205-A1;NO EXIST.;NO EXIST.;NO EXIST.;2020-11-18 00:00:00;0;
873;BPB-033-CL-40-1-CHOHO;NO EXIST.;NO EXIST.;NO EXIST.;2016-05-03 00:00:00;0;
874;BPB-033-OL-40-1-CHOHO;NO EXIST.;NO EXIST.;NO EXIST.;2016-05-03 00:00:00;0;
875;BPB-044-BP-18020-01-TJTR;NO EXIST.;NO EXIST.;NO EXIST.;2018-09-21 00:00:00;0;
876;BPB-044-BP-18030-01-TJTR;NO EXIST.;NO EXIST.;NO EXIST.;2018-12-28 00:00:00;0;
877;BPB-044-BP-18020-04-TJTR;NO EXIST.;NO EXIST.;NO EXIST.;2018-06-21 00:00:00;0;
878;BPB-044-BP-18030-04-TJTR;NO EXIST.;NO EXIST.;NO EXIST.;2018-12-21 00:00:00;0;
879;BPB-037-BP-12011-BD2- YMS;NO EXIST.;NO EXIST.;NO EXIST.;2019-06-27 00:00:00;B;
880;BPB-037-BP-12011-BI2- YMS;NO EXIST.;NO EXIST.;NO EXIST.;2019-06-27 00:00:00;B;
881;BPB-033-ASA-50-2-CHOHO;NO EXIST.;NO EXIST.;NO EXIST.;2015-11-10 00:00:00;0;
882;BPB-047-F-21-JSJZ;NO EXIST.;NO EXIST.;NO EXIST.;2020-10-09 00:00:00;A;
883;B&P-040-51114-HLBR;NO EXIST.;NO EXIST.;NO EXIST.;2022-07-20 00:00:00;B;
884;BPB-048-S412101-A-XCYW;NO EXIST.;NO EXIST.;NO EXIST.;2020-10-14 00:00:00;0;
885;BPB-033-ASA-415-H- CHOHO;NO EXIST.;NO EXIST.;NO EXIST.;2016-04-28 00:00:00;0;
886;BPB-033-ASA-60-2-CHOHO;NO EXIST.;NO EXIST.;NO EXIST.;2016-04-28 00:00:00;0;
887;BPB-033-ASA50-1H-REE-CHOHO;NO EXIST.;NO EXIST.;NO EXIST.;2015-11-10 00:00:00;0;
888;BPB-033-ASA80-1-REEL- CHOHO;NO EXIST.;NO EXIST.;NO EXIST.;2016-05-03 00:00:00;A;
889;BPB-027-SAB5209-A8;NO EXIST.;NO EXIST.;NO EXIST.;2019-06-14 00:00:00;A;
890;BPB-040-51115 ;NO EXIST.;NO EXIST.;NO EXIST.;2014-08-07 00:00:00;A;
891;B&P-037-81208;NO EXIST.;NO EXIST.;NO EXIST.;2021-05-11 00:00:00;0;
892;B&P-037-81211;NO EXIST.;NO EXIST.;NO EXIST.;2021-05-11 00:00:00;0;
893;BPB-048-BP-12001 - ZH;NO EXIST.;NO EXIST.;NO EXIST.;2020-05-08 00:00:00;D;
894;BPB-045-PF-7-ZM- CZCY;NO EXIST.;NO EXIST.;NO EXIST.;2020-11-06 00:00:00;D;
895;BPB-033-CA555-C6E-46-CHOHO;NO EXIST.;NO EXIST.;NO EXIST.;2020-12-22 00:00:00;0;
896;BPB-033-CA627-M40A-3 - CHOHO;NO EXIST.;NO EXIST.;NO EXIST.;2020-12-22 00:00:00;0;
897;BPB-033-CA627-M5A-24 - CHOHO;NO EXIST.;NO EXIST.;NO EXIST.;2021-06-07 00:00:00;A;
898;BPB-045-PFF-11-ZM-CZCY;NO EXIST.;NO EXIST.;NO EXIST.;2013-06-25 00:00:00;0;
899;BPB-035-RNB3X15-A1-JSGY  ;NO EXIST.;NO EXIST.;NO EXIST.;2020-11-27 00:00:00;0;
900;B&P-037-BP-13002-01;NO EXIST.;NO EXIST.;NO EXIST.;2016-02-18 00:00:00;0;
901;B&P-037-BP-13002-02;NO EXIST.;NO EXIST.;NO EXIST.;2016-02-18 00:00:00;0;
902;PEE-047-FB-210-HA;NO EXIST.;NO EXIST.;NO EXIST.;S/catalogo;N/A;
903;BPB-033-CL-50-2-CHOHO;NO EXIST.;NO EXIST.;NO EXIST.;2020-12-29 00:00:00;0;
904;BPB-033-OL-60-1-CHOHO;NO EXIST.;NO EXIST.;NO EXIST.;2016-05-02 00:00:00;0;
905;BPB-033-OL-60-2-CHOHO;NO EXIST.;NO EXIST.;NO EXIST.;2020-12-29 00:00:00;0;
906;BPB-047-F-208-ESUN;NO EXIST.;NO EXIST.;NO EXIST.;2020-10-09 00:00:00;A;
907;BPB-047-F-210-ESUN;NO EXIST.;NO EXIST.;NO EXIST.;2020-10-09 00:00:00;A;
908;BPB-047-FB-209-ESUN;NO EXIST.;NO EXIST.;NO EXIST.;2020-10-07 00:00:00;A;
909;BPB-047-FB-211-ESUN;NO EXIST.;NO EXIST.;NO EXIST.;2020-10-13 00:00:00;B;
910;BPB-047-FC-207-ESUN;NO EXIST.;NO EXIST.;NO EXIST.;2016-03-21 00:00:00;A;
911;BPB-047-HA-208-ESUN;NO EXIST.;NO EXIST.;NO EXIST.;2020-10-08 00:00:00;A;
912;BPB-047-LF-205-ESUN;NO EXIST.;NO EXIST.;NO EXIST.;2020-10-07 00:00:00;B;
913;BPB-047-T-205-ESUN;NO EXIST.;NO EXIST.;NO EXIST.;2020-10-07 00:00:00;B;
914;PB 003367 A;NO EXIST.;NO EXIST.;NO EXIST.;S/PLANO FABRICA;N/A;
915;BPB-047-FB-211-LD;NO EXIST.;NO EXIST.;NO EXIST.;2020-10-13 00:00:00;B;
916;B&P-047-LF-207-LD;NO EXIST.;NO EXIST.;NO EXIST.;2020-10-09 00:00:00;0;
917;B&P-047-LF-206-LD;NO EXIST.;NO EXIST.;NO EXIST.;2020-10-07 00:00:00;A;
918;BPB-047-HA-212-LD;NO EXIST.;NO EXIST.;NO EXIST.;2020-10-08 00:00:00;C;
919;BPB-047-HA-210-LD;NO EXIST.;NO EXIST.;NO EXIST.;2018-02-01 00:00:00;0;
920;BPB-047-FT-204-LD;NO EXIST.;NO EXIST.;NO EXIST.;2018-01-30 00:00:00;0;
921;BPB-047-FT-203-LD;NO EXIST.;NO EXIST.;NO EXIST.;2020-10-09 00:00:00;A;
922;BPB-047-FB-210-LD;NO EXIST.;NO EXIST.;NO EXIST.;2020-10-07 00:00:00;A;
923;BPB-PE-208-A1;NO EXIST.;NO EXIST.;NO EXIST.;2020-11-19 00:00:00;0;
924;BPB-047-T-206 - JSJZ;NO EXIST.;NO EXIST.;NO EXIST.;2020-10-07 00:00:00;B;
925;BPB-047-T-205- JSJZ;NO EXIST.;NO EXIST.;NO EXIST.;2020-10-07 00:00:00;B;
926;BPB-047-FC-211-L-JSJZ;NO EXIST.;NO EXIST.;NO EXIST.;2020-10-07 00:00:00;0;
927;B&P-047-FB-209-JSJZ;NO EXIST.;NO EXIST.;NO EXIST.;2020-10-07 00:00:00;A;
928;BPB-047-PE-209-JSJZ;NO EXIST.;NO EXIST.;NO EXIST.;2019-07-25 00:00:00;0;
929;B&P-047-LF-205-JSJZ;NO EXIST.;NO EXIST.;NO EXIST.;2020-10-07 00:00:00;B;
930;B&P-047-HA-208-JSJZ;NO EXIST.;NO EXIST.;NO EXIST.;2020-10-08 00:00:00;A;
931;B&P-047-FC-207-JSJZ;NO EXIST.;NO EXIST.;NO EXIST.;2021-09-14 00:00:00;B;
932;BPB-047-F-210-JSJZ;NO EXIST.;NO EXIST.;NO EXIST.;2020-10-09 00:00:00;A;
933;B&P-059-AG590026-05-XCYW;NO EXIST.;NO EXIST.;NO EXIST.;2021-08-27 00:00:00;C;
934;B&P-037-AG590026-06-XCYW;NO EXIST.;NO EXIST.;NO EXIST.;Plano Cliente;0;
935;BPB-037-BP-18030 - BPB;NO EXIST.;NO EXIST.;NO EXIST.;2018-09-21 00:00:00;0;
936;B&P-059-AG590026-04-XCYW;NO EXIST.;NO EXIST.;NO EXIST.;2021-10-19 00:00:00;D;
937;B&P-003-TDX010 - DEFA;NO EXIST.;NO EXIST.;NO EXIST.;2012-09-04 00:00:00;0;
938;BPB-037-BP-20001-05-JSTX;NO EXIST.;NO EXIST.;NO EXIST.;2019-12-06 00:00:00;0;
939;BPB-037-BP-20001-04-JSTX;NO EXIST.;NO EXIST.;NO EXIST.;2019-12-06 00:00:00;0;
940;BPB-037-BP-20001-03-JSTX;NO EXIST.;NO EXIST.;NO EXIST.;2019-12-06 00:00:00;0;
941;BPB-037-BP-20001-02-JSTX;NO EXIST.;NO EXIST.;NO EXIST.;2019-12-06 00:00:00;0;
942;BPB-037-BP-20001-01-JSTX;NO EXIST.;NO EXIST.;NO EXIST.;2019-12-06 00:00:00;0;
943;BPB-037-DIN-472-40-XCYW;NO EXIST.;NO EXIST.;NO EXIST.;2020-10-14 00:00:00;0;
944;B&P-040-81212-HLBR;NO EXIST.;NO EXIST.;NO EXIST.;2021-04-21 00:00:00;B;
945;BPB-027-OIL-8394-XCYW;NO EXIST.;NO EXIST.;NO EXIST.;ver catalogo;0;
946;BPB-034-PHS-25-DER-KGB;NO EXIST.;NO EXIST.;NO EXIST.;2021-03-26 00:00:00;0;
947;BPB-034-POSB-8-IZQ-KGB;NO EXIST.;NO EXIST.;NO EXIST.;2013-06-13 00:00:00;0;
948;BPB-034-PHS-8-IZQ-KGB;NO EXIST.;NO EXIST.;NO EXIST.;2021-03-25 00:00:00;0;
949;BPB-032-BP15010-01-TZCH;NO EXIST.;NO EXIST.;NO EXIST.;2016-07-29 00:00:00;A;
950;BPB-032-BP15009-02-TZCH;NO EXIST.;NO EXIST.;NO EXIST.;2015-09-22 00:00:00;0;
951;BPB-032-BP15009-01-TZCH;NO EXIST.;NO EXIST.;NO EXIST.;2016-07-29 00:00:00;A;
952;BPB-059-GU-2047;NO EXIST.;NO EXIST.;NO EXIST.;2021-11-19 00:00:00;0;
953;BPB-033-OL-80-2-CHOHO;NO EXIST.;NO EXIST.;NO EXIST.;2016-05-02 00:00:00;0;
954;BPB-033-CA550-A1-CL-CHOHO;NO EXIST.;NO EXIST.;NO EXIST.;2016-05-02 00:00:00;0;
955;BPB-047-F-209-L - ESUN;NO EXIST.;NO EXIST.;NO EXIST.;2017-03-06 00:00:00;0;
956;BPB-033-CA555R-QX48P - ZJXY;NO EXIST.;NO EXIST.;NO EXIST.;2015-11-09 00:00:00;0;
957;B&P-027-205-BR-09-HNDH;NO EXIST.;NO EXIST.;NO EXIST.;2021-03-30 00:00:00;0;
958;B&P-027-207-BR-09-HNDH;NO EXIST.;NO EXIST.;NO EXIST.;2021-03-30 00:00:00;0;
959;B&P-027-209-BR-09-HNDH;NO EXIST.;NO EXIST.;NO EXIST.;2021-03-30 00:00:00;0;
960;B&P-027-211-BR-09-HNDH;NO EXIST.;NO EXIST.;NO EXIST.;2021-03-30 00:00:00;0;
961;B&P-047-PE-207-HAR-JSJZ;NO EXIST.;NO EXIST.;NO EXIST.;2021-07-12 00:00:00;A;
962;B&P-047-PE-210-4G-JSJZ;NO EXIST.;NO EXIST.;NO EXIST.;2021-07-12 00:00:00;A;
963;B&P-047-PE-208-HAR-JSJZ;NO EXIST.;NO EXIST.;NO EXIST.;2021-07-12 00:00:00;A;
964;B&P-047-PE-209-JSJZ;NO EXIST.;NO EXIST.;NO EXIST.;2020-11-04 00:00:00;0;
965;B&P-047-PE-209-4G-JSJZ;NO EXIST.;NO EXIST.;NO EXIST.;2020-11-04 00:00:00;0;
966;B&P-047-PE-211-HT-JSJZ;NO EXIST.;NO EXIST.;NO EXIST.;2021-05-27 00:00:00;0;
967;B&P-047-FS-210-4G-JSJZ;NO EXIST.;NO EXIST.;NO EXIST.;2021-07-12 00:00:00;A;
968;B&P-047-FTS-206-4G-JSJZ;NO EXIST.;NO EXIST.;NO EXIST.;2022-10-11 00:00:00;B;
969;B&P-047-FTS-205-H4-JSJZ;NO EXIST.;NO EXIST.;NO EXIST.;2020-05-19 00:00:00;0;
970;B&P-047-LP-205-4G-JSJZ;NO EXIST.;NO EXIST.;NO EXIST.;2020-11-04 00:00:00;0;
971;B&P-047-F-205-H-JSJZ;NO EXIST.;NO EXIST.;NO EXIST.;2020-11-06 00:00:00;0;
972;BPB-037-ATL-X000-03-TZCH;NO EXIST.;NO EXIST.;NO EXIST.;2016-10-28 00:00:00;0;
973;B&P-059-AG590026-01-XCYW;NO EXIST.;NO EXIST.;NO EXIST.;2021-12-06 00:00:00;I;
974;BPB-037-DIN-472-75-XCYW;NO EXIST.;NO EXIST.;NO EXIST.;-;-;
975;B&P-037-BP-20005-BI-YMS;NO EXIST.;NO EXIST.;NO EXIST.;2020-11-09 00:00:00;0;
976;B&P-037-BP-20005-BD-YMS;NO EXIST.;NO EXIST.;NO EXIST.;2020-11-09 00:00:00;0;
977;B&P-052-AG590026-03;NO EXIST.;NO EXIST.;NO EXIST.;2021-07-30 00:00:00;B;
978;B&P-045-PFT-5-Z-CZCY;NO EXIST.;NO EXIST.;NO EXIST.;2022-01-17 00:00:00;E;
979;B&P-045-PFF-8-Z-CZCY;NO EXIST.;NO EXIST.;NO EXIST.;2023-10-09 00:00:00;F;
980;B&P-059-AG590026-01Z;NO EXIST.;NO EXIST.;NO EXIST.;2021-12-06 00:00:00;I;
981;B&P-034-BL-10-BD-TZDR;NO EXIST.;NO EXIST.;NO EXIST.;2021-11-29 00:00:00;A;
982;BPB-037-BP-18018-BD-YMS;NO EXIST.;NO EXIST.;NO EXIST.;2019-11-15 00:00:00;B;
983;BPB-037-BP-18018-BI-YMS;NO EXIST.;NO EXIST.;NO EXIST.;2019-11-15 00:00:00;B;
984;B&P-059-AG590026-02-XCYW;NO EXIST.;NO EXIST.;NO EXIST.;2022-08-19 00:00:00;H;
985;B&P-052-AG590026-03-XCYW;NO EXIST.;NO EXIST.;NO EXIST.;2021-07-30 00:00:00;B;
986; ;NO EXIST.;NO EXIST.;NO EXIST.;2021-10-19 00:00:00;D;
987;B&P-004-AG590026-07-HNDH;NO EXIST.;NO EXIST.;NO EXIST.;2021-07-26 00:00:00;0;
988;B&P-048-FDECL211-55-HNHS;NO EXIST.;NO EXIST.;NO EXIST.;2011-06-22 00:00:00;0;
989;BPB-048-NTB1613-2RST - YS;Radial;20µm;8µm;2021-08-12 00:00:00;E;
990;BPB-033-CL-80-1-CHOHO;NO EXIST.;NO EXIST.;NO EXIST.;2017-06-08 00:00:00;0;
991;B&P-045-PFD-5-Z-CZCY;NO EXIST.;NO EXIST.;NO EXIST.;2022-08-24 00:00:00;D;
992;B&P-045-PFT-4-Z-CZCY;NO EXIST.;NO EXIST.;NO EXIST.;2021-10-13 00:00:00;B;
993;B&P-047-FT-205-H- LCTP;NO EXIST.;NO EXIST.;NO EXIST.;2021-09-03 00:00:00;D;
994;B&P-048-BP-12011-01 - CMI;Axial;100µm;50µm;2022-05-16 00:00:00;F;
995;B&P-047-T-210-LCTP;NO EXIST.;NO EXIST.;NO EXIST.;2022-02-11 00:00:00;0;
996;B&P-047-PA-209-LCTP;NO EXIST.;NO EXIST.;NO EXIST.;2022-02-11 00:00:00;0;
997;B&P-047-LF-206-LCTP;NO EXIST.;NO EXIST.;NO EXIST.;2022-02-11 00:00:00;0;
998;B&P-047-LF-205-LCTP;NO EXIST.;NO EXIST.;NO EXIST.;2022-02-11 00:00:00;0;
999;B&P-047-FC-209-LCTP;NO EXIST.;NO EXIST.;NO EXIST.;2022-02-11 00:00:00;0;
1000;B&P-047-F-211-LCTP;NO EXIST.;NO EXIST.;NO EXIST.;2022-02-11 00:00:00;0;
1001;B&P-047-HA-209-LCTP;NO EXIST.;NO EXIST.;NO EXIST.;2022-02-16 00:00:00;B;
1002;B&P-047-PE-211-FN      ;NO EXIST.;NO EXIST.;NO EXIST.;2023-09-18 00:00:00;A;
1003;B&P-047-T-205-13-FN    ;NO EXIST.;NO EXIST.;NO EXIST.;2024-11-27 00:00:00;G;
1004;B&P-047-PE-209-FN      ;NO EXIST.;NO EXIST.;NO EXIST.;2025-02-25 00:00:00;B;
1005;B&P-047-PE-208-FN      ;NO EXIST.;NO EXIST.;NO EXIST.;2023-04-04 00:00:00;A;
1006;B&P-047-PE-206-FN      ;NO EXIST.;NO EXIST.;NO EXIST.;2024-11-27 00:00:00;D;
1007;B&P-047-PE-205-FN      ;NO EXIST.;NO EXIST.;NO EXIST.;2021-12-22 00:00:00;0;
1008;B&P-047-LF-203-FN      ;NO EXIST.;NO EXIST.;NO EXIST.;2021-12-21 00:00:00;0;
1009;B&P-047-F-206-FN       ;NO EXIST.;NO EXIST.;NO EXIST.;2024-11-26 00:00:00;C;
1010;B&P-047-F-207-FN       ;NO EXIST.;NO EXIST.;NO EXIST.;2024-11-27 00:00:00;C;
1011;B&P-047-F-208-FN       ;NO EXIST.;NO EXIST.;NO EXIST.;2024-11-27 00:00:00;B;
1012;B&P-047-F-209-FN       ;NO EXIST.;NO EXIST.;NO EXIST.;2025-02-25 00:00:00;C;
1013;B&P-047-FT-206-FN      ;NO EXIST.;NO EXIST.;NO EXIST.;2023-10-18 00:00:00;F;
1014;B&P-047-F-210-FN       ;NO EXIST.;NO EXIST.;NO EXIST.;2023-10-18 00:00:00;C;
1015;B&P-047-F-213-FN       ;NO EXIST.;NO EXIST.;NO EXIST.;2022-01-12 00:00:00;A;
1016;B&P-047-FD-205-FN      ;NO EXIST.;NO EXIST.;NO EXIST.;2023-07-13 00:00:00;B;
1017;B&P-047-FD-204-FN      ;NO EXIST.;NO EXIST.;NO EXIST.;2021-12-21 00:00:00;0;
1018;B&P-048-FC-210-FN      ;NO EXIST.;NO EXIST.;NO EXIST.;2023-09-18 00:00:00;A;
1019;B&P-047-FC-208-FN      ;NO EXIST.;NO EXIST.;NO EXIST.;2023-10-18 00:00:00;B;
1020;B&P-047-FC-207-FN      ;NO EXIST.;NO EXIST.;NO EXIST.;27/11/20240;C;
1021;B&P-047-FC-206-FN      ;NO EXIST.;NO EXIST.;NO EXIST.;2021-12-21 00:00:00;0;
1022;B&P-047-PE-212-JSJZ     ;NO EXIST.;NO EXIST.;NO EXIST.;2021-12-10 00:00:00;0;
1023;B&P-047-FB-209-GXTY;NO EXIST.;NO EXIST.;NO EXIST.;2023-04-06 00:00:00;C;
1024;BPB-033-CA627-M5A-24 - CHOHO;NO EXIST.;NO EXIST.;NO EXIST.;2020-12-22 00:00:00;0;
1025;BPB-033-CA627-M40A -5- CHOHO;NO EXIST.;NO EXIST.;NO EXIST.;2016-09-09 00:00:00;0;
1026;BPB-033-CA627-M40A - 7-CHOHO;NO EXIST.;NO EXIST.;NO EXIST.;2016-09-09 00:00:00;0;
1027;BPB-037-MP81100-ESUN;NO EXIST.;NO EXIST.;NO EXIST.;2021-11-16 00:00:00;0;
1028;B&P-047-SFC-85-M - JSJZ;NO EXIST.;NO EXIST.;NO EXIST.;2022-07-13 00:00:00;E;
1029;B&P-037-BP-20005-BI-FN;NO EXIST.;NO EXIST.;NO EXIST.;2022-05-03 00:00:00;A;
1030;B&P-037-BP-20005-BD-FN;NO EXIST.;NO EXIST.;NO EXIST.;2022-05-03 00:00:00;A;
1031;B&P-037-BP-12011-BD2- FN;NO EXIST.;NO EXIST.;NO EXIST.;2022-04-12 00:00:00;C;
1032;B&P-037-BP-12011-BI2- FN;NO EXIST.;NO EXIST.;NO EXIST.;2022-04-12 00:00:00;C;
1033;B&P-047-PE-207-FN;NO EXIST.;NO EXIST.;NO EXIST.;2024-11-27 00:00:00;E;
1034;B&P-047-F-209-3-LD;NO EXIST.;NO EXIST.;NO EXIST.;2022-05-04 00:00:00;B;
1035;B&P-045-PFF-9-Z-CZCY;NO EXIST.;NO EXIST.;NO EXIST.;2022-05-19 00:00:00;E;
1036;B&P-033-CA627-M40A-9- CHOHO;NO EXIST.;NO EXIST.;NO EXIST.;2022-06-27 00:00:00;A;
1037;B&P-033-CA555R-QX48P - CHOHO;NO EXIST.;NO EXIST.;NO EXIST.;2022-06-27 00:00:00;A;
1038;B&P-033-CA555R-C5E-M-CHOHO;NO EXIST.;NO EXIST.;NO EXIST.;2022-09-15 00:00:00;A;
1039;B&P-047-PE-214-JSJZ;NO EXIST.;NO EXIST.;NO EXIST.;2022-07-14 00:00:00;B;
1040;B&P-047-PE209-M-JSJZ;NO EXIST.;NO EXIST.;NO EXIST.;2022-05-05 00:00:00;E;
1041;B&P-047-BP-18011- JSJZ;NO EXIST.;NO EXIST.;NO EXIST.;2021-09-20 00:00:00;D;
1042;B&P-035-IR-25-29-30-JSGY;NO EXIST.;NO EXIST.;NO EXIST.;2022-08-16 00:00:00;B;
1043;B&P-037-M04132-KSGC   ;NO EXIST.;NO EXIST.;NO EXIST.;2021-09-14 00:00:00;0;
1044;BPB-033-ASA80-1H-REE - CHOHO;NO EXIST.;NO EXIST.;NO EXIST.;2015-11-10 00:00:00;0;PARA PO#949
1045;B&P-033-CCL-80-1-CHOHO;NO EXIST.;NO EXIST.;NO EXIST.;2016-05-03 00:00:00;0;
1046;B&P-033-CCL-80-1-H-CHOHO;NO EXIST.;NO EXIST.;NO EXIST.;2016-05-03 00:00:00;0;
1047;B&P-033-CCL-60-2-CHOHO;NO EXIST.;NO EXIST.;NO EXIST.;2022-07-20 00:00:00;0;
1048;B&P-033-CCL-60-1H-CHOHO;NO EXIST.;NO EXIST.;NO EXIST.;2022-07-20 00:00:00;0;
1049;B&P-033-CCL-60-1-CHOHO;NO EXIST.;NO EXIST.;NO EXIST.;2022-07-20 00:00:00;0;
1050;B&P-033-CCL-50-1H-CHOHO;NO EXIST.;NO EXIST.;NO EXIST.;2022-07-20 00:00:00;0;
1051;B&P-033-CCL-50-1-CHOHO;NO EXIST.;NO EXIST.;NO EXIST.;2022-07-20 00:00:00;0;
1052;B&P-033-CCL-80-2-CHOHO;NO EXIST.;NO EXIST.;NO EXIST.;2022-07-20 00:00:00;0;
1053;B&P-033-CA-550-A1-CHOHO;NO EXIST.;NO EXIST.;NO EXIST.;2022-09-07 00:00:00;A;
1054;B&P-033-CA550K-19SE4 - CHOHO;NO EXIST.;NO EXIST.;NO EXIST.;2022-09-07 00:00:00;B;
1055;B&P-033-CA550K-19SE2 - CHOHO;NO EXIST.;NO EXIST.;NO EXIST.;2022-09-07 00:00:00;B;
1056;B&P-033-CA555-C6E-52-CHOHO;NO EXIST.;NO EXIST.;NO EXIST.;2022-09-07 00:00:00;A;
1057;B&P-033-CA-550-A1-CL-CHOHO;NO EXIST.;NO EXIST.;NO EXIST.;2016-05-02 00:00:00;0;
1058;B&P-033-ASA-50-2-CHOHO;NO EXIST.;NO EXIST.;NO EXIST.;2022-09-07 00:00:00;A;
1059;B&P-033-ASA-60-1-CHOHO;NO EXIST.;NO EXIST.;NO EXIST.;2022-09-07 00:00:00;B;
1060;B&P-033-ASA60-1H-REE-CHOHO;NO EXIST.;NO EXIST.;NO EXIST.;2022-09-07 00:00:00;A;
1061;B&P-033-ASA60-1-REEL-CHOHO;NO EXIST.;NO EXIST.;NO EXIST.;2022-09-07 00:00:00;B;
1062;B&P-033-ASA-60-2-CHOHO;NO EXIST.;NO EXIST.;NO EXIST.;2022-09-07 00:00:00;A;
1063;B&P-033-ASA-80-1-CHOHO;NO EXIST.;NO EXIST.;NO EXIST.;2022-09-07 00:00:00;B;
